row_type,policy,event_id,actual_command_class,actual_canonical_tool_key,actual_safety_level,predicted_exact_top3,predicted_class_top3,launched_exact_keys,launched_classes,tool_latency,tool_latency_hidden,wasted_speculative_work,speculation_hit,exact_hit,safety_violation,simulated_tool_jct,events,mean_jct,p95_jct,speculation_hit_rate,exact_hit_rate,safety_violations,sandbox_overhead,cost_overhead,p95_jct_gain,mean_jct_gain,stp_gain,class_upper_bound_only,oracle_upper_bound_only
event,stp_oracle_upper_bound,django__django-11964:b2:tool4,file_read,file_read:sed -i s/return cls.value/return cls.label tests/pkg/models.py:6a0a93e08efecac5,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.24672293663024902,0.0,0,false,false,0,0.24672293663024902,,,,,,,,,,,,,
event,no_stp,django__django-11964:b2:tool5,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24939465522766113,0.0,0,false,false,0,0.24939465522766113,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11964:b2:tool5,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24939465522766113,0.0,0,false,false,0,0.24939465522766113,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11964:b2:tool5,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24939465522766113,0.0,0,false,false,0,0.24939465522766113,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11964:b2:tool5,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24939465522766113,0.0,0,false,false,0,0.24939465522766113,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11964:b2:tool5,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24939465522766113,0.0,0,false,false,0,0.24939465522766113,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11964:b2:tool5,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24939465522766113,0.0,0,false,false,0,0.24939465522766113,,,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b2:tool5,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24939465522766113,0.0,0,false,false,0,0.24939465522766113,,,,,,,,,,,,,
event,no_stp,django__django-11964:b2:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.2536451816558838,0.0,0,false,false,0,0.2536451816558838,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11964:b2:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.2536451816558838,0.0,0,false,false,0,0.2536451816558838,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11964:b2:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.2536451816558838,0.0,0,false,false,0,0.2536451816558838,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11964:b2:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.2536451816558838,0.0,0,false,false,0,0.2536451816558838,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11964:b2:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.2536451816558838,0.0,0,false,false,0,0.2536451816558838,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11964:b2:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.2536451816558838,0.0,0,false,false,0,0.2536451816558838,,,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b2:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.2536451816558838,0.0,0,false,false,0,0.2536451816558838,,,,,,,,,,,,,
event,no_stp,django__django-11964:b3:tool1,file_read,"file_read:sed -i -i . s/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g testbed/models.py sed . s/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g testbed/models.py:bc0d0cb734c9cbb0",UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24588847160339355,0.0,0,false,false,0,0.24588847160339355,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11964:b3:tool1,file_read,"file_read:sed -i -i . s/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g testbed/models.py sed . s/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g testbed/models.py:bc0d0cb734c9cbb0",UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24588847160339355,0.0,0,false,false,0,0.24588847160339355,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11964:b3:tool1,file_read,"file_read:sed -i -i . s/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g testbed/models.py sed . s/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g testbed/models.py:bc0d0cb734c9cbb0",UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24588847160339355,0.0,0,false,false,0,0.24588847160339355,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11964:b3:tool1,file_read,"file_read:sed -i -i . s/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g testbed/models.py sed . s/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g testbed/models.py:bc0d0cb734c9cbb0",UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24588847160339355,0.0,0,false,false,0,0.24588847160339355,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11964:b3:tool1,file_read,"file_read:sed -i -i . s/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g testbed/models.py sed . s/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g testbed/models.py:bc0d0cb734c9cbb0",UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24588847160339355,0.0,0,false,false,0,0.24588847160339355,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11964:b3:tool1,file_read,"file_read:sed -i -i . s/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g testbed/models.py sed . s/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g testbed/models.py:bc0d0cb734c9cbb0",UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24588847160339355,0.0,0,false,false,0,0.24588847160339355,,,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b3:tool1,file_read,"file_read:sed -i -i . s/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g testbed/models.py sed . s/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g testbed/models.py:bc0d0cb734c9cbb0",UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.24588847160339355,0.0,0,false,false,0,0.24588847160339355,,,,,,,,,,,,,
event,no_stp,django__django-11964:b3:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.25525641441345215,0.0,0,false,false,0,0.25525641441345215,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11964:b3:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.25525641441345215,0.0,0,false,false,0,0.25525641441345215,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11964:b3:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.25525641441345215,0.0,0,false,false,0,0.25525641441345215,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11964:b3:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.25525641441345215,0.0,0,false,false,0,0.25525641441345215,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11964:b3:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.25525641441345215,0.0,0,false,false,0,0.25525641441345215,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11964:b3:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.25525641441345215,0.0,0,false,false,0,0.25525641441345215,,,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b3:tool7,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.25525641441345215,0.0,0,false,false,0,0.25525641441345215,,,,,,,,,,,,,
event,no_stp,django__django-11964:b3:tool8,file_read,file_read:shell-chain:11fac201546470ca,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.26826047897338867,0.0,0,false,false,0,0.26826047897338867,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11964:b3:tool8,file_read,file_read:shell-chain:11fac201546470ca,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.26826047897338867,0.0,0,false,false,0,0.26826047897338867,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11964:b3:tool8,file_read,file_read:shell-chain:11fac201546470ca,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.26826047897338867,0.0,0,false,false,0,0.26826047897338867,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11964:b3:tool8,file_read,file_read:shell-chain:11fac201546470ca,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.26826047897338867,0.0,0,false,false,0,0.26826047897338867,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11964:b3:tool8,file_read,file_read:shell-chain:11fac201546470ca,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.26826047897338867,0.0,0,false,false,0,0.26826047897338867,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11964:b3:tool8,file_read,file_read:shell-chain:11fac201546470ca,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.26826047897338867,0.0,0,false,false,0,0.26826047897338867,,,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b3:tool8,file_read,file_read:shell-chain:11fac201546470ca,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:69e59bc355f044d3"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.26826047897338867,0.0,0,false,false,0,0.26826047897338867,,,,,,,,,,,,,
event,no_stp,django__django-11964:b3:tool9,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.2279195785522461,0.0,0,false,false,0,0.2279195785522461,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11964:b3:tool9,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.2279195785522461,0.0,0,false,false,0,0.2279195785522461,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11964:b3:tool9,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.2279195785522461,0.0,0,false,false,0,0.2279195785522461,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11964:b3:tool9,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.2279195785522461,0.0,0,false,false,0,0.2279195785522461,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11964:b3:tool9,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.2279195785522461,0.0,0,false,false,0,0.2279195785522461,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11964:b3:tool9,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.2279195785522461,0.0,0,false,false,0,0.2279195785522461,,,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b3:tool9,list_find,list_find:ls -la tests:df5d252518413793,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.2279195785522461,0.0,0,false,false,0,0.2279195785522461,,,,,,,,,,,,,
event,no_stp,django__django-11999:b0:tool0,list_find,list_find:ls -la models.py:f3952dd291c0b7fe,SAFE_READ_ONLY_EXACT,"[""shell_other:nano django/contrib/admin/utils.py:f4e3540b92964c01"", ""list_find:ls -la:1de700c29687cae3"", ""grep_search:grep -r def parse_http_date .:4e66ded3caa69022""]","[""grep_search"", ""file_read"", ""shell_other""]",[],[],0.17705154418945312,0.0,0,false,false,0,0.17705154418945312,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11999:b0:tool0,list_find,list_find:ls -la models.py:f3952dd291c0b7fe,SAFE_READ_ONLY_EXACT,"[""shell_other:nano django/contrib/admin/utils.py:f4e3540b92964c01"", ""list_find:ls -la:1de700c29687cae3"", ""grep_search:grep -r def parse_http_date .:4e66ded3caa69022""]","[""grep_search"", ""file_read"", ""shell_other""]",[],[],0.17705154418945312,0.0,0,false,false,0,0.17705154418945312,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11999:b0:tool0,list_find,list_find:ls -la models.py:f3952dd291c0b7fe,SAFE_READ_ONLY_EXACT,"[""shell_other:nano django/contrib/admin/utils.py:f4e3540b92964c01"", ""list_find:ls -la:1de700c29687cae3"", ""grep_search:grep -r def parse_http_date .:4e66ded3caa69022""]","[""grep_search"", ""file_read"", ""shell_other""]",[],[],0.17705154418945312,0.0,0,false,false,0,0.17705154418945312,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11999:b0:tool0,list_find,list_find:ls -la models.py:f3952dd291c0b7fe,SAFE_READ_ONLY_EXACT,"[""shell_other:nano django/contrib/admin/utils.py:f4e3540b92964c01"", ""list_find:ls -la:1de700c29687cae3"", ""grep_search:grep -r def parse_http_date .:4e66ded3caa69022""]","[""grep_search"", ""file_read"", ""shell_other""]",[],[],0.17705154418945312,0.0,0,false,false,0,0.17705154418945312,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11999:b0:tool0,list_find,list_find:ls -la models.py:f3952dd291c0b7fe,SAFE_READ_ONLY_EXACT,"[""shell_other:nano django/contrib/admin/utils.py:f4e3540b92964c01"", ""list_find:ls -la:1de700c29687cae3"", ""grep_search:grep -r def parse_http_date .:4e66ded3caa69022""]","[""grep_search"", ""file_read"", ""shell_other""]",[],[],0.17705154418945312,0.0,0,false,false,0,0.17705154418945312,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11999:b0:tool0,list_find,list_find:ls -la models.py:f3952dd291c0b7fe,SAFE_READ_ONLY_EXACT,"[""shell_other:nano django/contrib/admin/utils.py:f4e3540b92964c01"", ""list_find:ls -la:1de700c29687cae3"", ""grep_search:grep -r def parse_http_date .:4e66ded3caa69022""]","[""grep_search"", ""file_read"", ""shell_other""]",[],[],0.17705154418945312,0.0,0,false,false,0,0.17705154418945312,,,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11999:b0:tool0,list_find,list_find:ls -la models.py:f3952dd291c0b7fe,SAFE_READ_ONLY_EXACT,"[""shell_other:nano django/contrib/admin/utils.py:f4e3540b92964c01"", ""list_find:ls -la:1de700c29687cae3"", ""grep_search:grep -r def parse_http_date .:4e66ded3caa69022""]","[""grep_search"", ""file_read"", ""shell_other""]",[],[],0.17705154418945312,0.0,0,false,false,0,0.17705154418945312,,,,,,,,,,,,,
event,no_stp,django__django-11999:b0:tool3,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:echo from enum import Enum from django.db import models class Status(Enum): GOOD = 'Good' BAD = 'Bad' class Item(models.Model): status = models.CharField(default=Status.GOOD.value, max_length=128) > models.py python manage.py makemigrations > migration_output.txt cat migration_output.txt:1b07ba77fb8edb72"", ""python_inspect:python /testbed/manage.py makemigrations:2264180a9c127a9b""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.16924238204956055,0.0,0,false,false,0,0.16924238204956055,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11999:b0:tool3,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:echo from enum import Enum from django.db import models class Status(Enum): GOOD = 'Good' BAD = 'Bad' class Item(models.Model): status = models.CharField(default=Status.GOOD.value, max_length=128) > models.py python manage.py makemigrations > migration_output.txt cat migration_output.txt:1b07ba77fb8edb72"", ""python_inspect:python /testbed/manage.py makemigrations:2264180a9c127a9b""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.16924238204956055,0.0,0,false,false,0,0.16924238204956055,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11999:b0:tool3,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:echo from enum import Enum from django.db import models class Status(Enum): GOOD = 'Good' BAD = 'Bad' class Item(models.Model): status = models.CharField(default=Status.GOOD.value, max_length=128) > models.py python manage.py makemigrations > migration_output.txt cat migration_output.txt:1b07ba77fb8edb72"", ""python_inspect:python /testbed/manage.py makemigrations:2264180a9c127a9b""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.16924238204956055,0.0,0,false,false,0,0.16924238204956055,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11999:b0:tool3,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:echo from enum import Enum from django.db import models class Status(Enum): GOOD = 'Good' BAD = 'Bad' class Item(models.Model): status = models.CharField(default=Status.GOOD.value, max_length=128) > models.py python manage.py makemigrations > migration_output.txt cat migration_output.txt:1b07ba77fb8edb72"", ""python_inspect:python /testbed/manage.py makemigrations:2264180a9c127a9b""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.16924238204956055,0.0,0,false,false,0,0.16924238204956055,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11999:b0:tool3,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:echo from enum import Enum from django.db import models class Status(Enum): GOOD = 'Good' BAD = 'Bad' class Item(models.Model): status = models.CharField(default=Status.GOOD.value, max_length=128) > models.py python manage.py makemigrations > migration_output.txt cat migration_output.txt:1b07ba77fb8edb72"", ""python_inspect:python /testbed/manage.py makemigrations:2264180a9c127a9b""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.16924238204956055,0.0,0,false,false,0,0.16924238204956055,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11999:b0:tool3,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:echo from enum import Enum from django.db import models class Status(Enum): GOOD = 'Good' BAD = 'Bad' class Item(models.Model): status = models.CharField(default=Status.GOOD.value, max_length=128) > models.py python manage.py makemigrations > migration_output.txt cat migration_output.txt:1b07ba77fb8edb72"", ""python_inspect:python /testbed/manage.py makemigrations:2264180a9c127a9b""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.16924238204956055,0.0,0,false,false,0,0.16924238204956055,,,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11999:b0:tool3,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:echo from enum import Enum from django.db import models class Status(Enum): GOOD = 'Good' BAD = 'Bad' class Item(models.Model): status = models.CharField(default=Status.GOOD.value, max_length=128) > models.py python manage.py makemigrations > migration_output.txt cat migration_output.txt:1b07ba77fb8edb72"", ""python_inspect:python /testbed/manage.py makemigrations:2264180a9c127a9b""]","[""list_find"", ""file_read"", ""python_inspect""]",[],[],0.16924238204956055,0.0,0,false,false,0,0.16924238204956055,,,,,,,,,,,,,
