segment_id,context_domain_id,segment_type,segment_tokens,fanout,reuse_count,consumer_llm_nodes,consumer_branches,mutable,shared,shared_ratio,placement_region,replicated,predicted_saved_prefill_tokens,predicted_remote_bytes_saved,actual_cache_hit_tokens,placement_score
4d274f09dfe48877,ac2bf7904dfc540d,repo,110,7,6,"[""astropy__astropy-12907:b1:llm1"", ""astropy__astropy-12907:b1:llm2"", ""astropy__astropy-12907:b1:llm3"", ""astropy__astropy-12907:b1:llm4"", ""astropy__astropy-12907:b1:llm5"", ""astropy__astropy-12907:b1:llm6"", ""astropy__astropy-12907:b1:llm7""]","[""b1""]",false,true,1.0,10,false,660,37847040,30627.47499493024,-1897999.84
4d50a209ec6ecf6d,3da0d3379d667081,history,186,4,3,"[""django__django-12308:b2:llm6"", ""django__django-12308:b2:llm7"", ""django__django-12308:b2:llm8"", ""django__django-12308:b2:llm9""]","[""b2""]",true,false,0.0,0,false,0,0,0.0,-10665.984
4d625a20c2237bca,2c0145be26b2bf34,repo,138,7,6,"[""django__django-11999:b1:llm3"", ""django__django-11999:b1:llm4"", ""django__django-11999:b1:llm5"", ""django__django-11999:b1:llm6"", ""django__django-11999:b1:llm7"", ""django__django-11999:b1:llm8"", ""django__django-11999:b1:llm9""]","[""b1""]",false,true,1.0,8,false,828,47480832,38423.5595390943,-2381127.072
4d7ded2b22f39c3b,cd8597b0d096ce04,history,1656,1,0,"[""django__django-11964:b1:llm9""]","[""b1""]",true,false,0.0,12,false,0,0,0.0,-94961.664
4d866942ecfa9d18,f399d219365a51dd,history,29,1,0,"[""django__django-13028:b3:llm8""]","[""b3""]",true,false,0.0,13,false,0,0,0.0,-1662.976
4e20a0177e11ffae,219bcd996ddf4669,repo,114,9,8,"[""django__django-11999:b2:llm1"", ""django__django-11999:b2:llm2"", ""django__django-11999:b2:llm3"", ""django__django-11999:b2:llm4"", ""django__django-11999:b2:llm5"", ""django__django-11999:b2:llm6"", ""django__django-11999:b2:llm7"", ""django__django-11999:b2:llm8"", ""django__django-11999:b2:llm9""]","[""b2""]",false,true,1.0,8,true,912,52297728,42321.601811176326,-2620511.6160000004
4e7dc815c8c61a47,ae4af4f6aaf75fd6,repo,54,12,11,"[""django__django-11964:b0:llm10"", ""django__django-11964:b0:llm11"", ""django__django-11964:b0:llm12"", ""django__django-11964:b0:llm13"", ""django__django-11964:b0:llm14"", ""django__django-11964:b0:llm3"", ""django__django-11964:b0:llm4"", ""django__django-11964:b0:llm5"", ""django__django-11964:b0:llm6"", ""django__django-11964:b0:llm7"", ""django__django-11964:b0:llm8"", ""django__django-11964:b0:llm9""]","[""b0""]",false,true,1.0,4,true,594,34062336,27564.727495437215,-1705619.376
4e98664b062cac88,9dd9814f1e905b3b,repo,65,7,6,"[""django__django-12708:b0:llm2"", ""django__django-12708:b0:llm3"", ""django__django-12708:b0:llm4"", ""django__django-12708:b0:llm5"", ""django__django-12708:b0:llm6"", ""django__django-12708:b0:llm7"", ""django__django-12708:b0:llm8""]","[""b0""]",false,true,1.0,2,false,390,22364160,18098.05340609514,-1121545.36
4eade14609ac229d,2c0145be26b2bf34,history,39,6,5,"[""django__django-11999:b1:llm4"", ""django__django-11999:b1:llm5"", ""django__django-11999:b1:llm6"", ""django__django-11999:b1:llm7"", ""django__django-11999:b1:llm8"", ""django__django-11999:b1:llm9""]","[""b1""]",true,false,0.0,8,false,0,0,0.0,-2236.416
4ef15ea986c08c3d,551bf22f623d4bb5,repo,102,8,7,"[""django__django-12708:b1:llm2"", ""django__django-12708:b1:llm3"", ""django__django-12708:b1:llm4"", ""django__django-12708:b1:llm5"", ""django__django-12708:b1:llm6"", ""django__django-12708:b1:llm7"", ""django__django-12708:b1:llm8"", ""django__django-12708:b1:llm9""]","[""b1""]",false,true,1.0,5,true,714,40943616,33133.359312697256,-2052315.888
4f90c013c8167136,852ee7b9bc6517df,repo,5380,4,3,"[""django__django-11999:b0:llm6"", ""django__django-11999:b0:llm7"", ""django__django-11999:b0:llm8"", ""django__django-11999:b0:llm9""]","[""b0""]",false,true,1.0,10,false,16140,925532160,748980.9794214758,-46568978.72
4fa91c3cf7241395,eb6a7e7ea6de5103,repo,85,3,2,"[""django__django-13033:b0:llm7"", ""django__django-13033:b0:llm8"", ""django__django-13033:b0:llm9""]","[""b0""]",false,true,1.0,0,false,170,9748480,7888.895074451728,-492128.24
4fd296ad349575a9,f9603b79c4aabdaa,repo,50,4,9,"[""django__django-11964:b2:llm6"", ""django__django-11964:b2:llm7"", ""django__django-11964:b2:llm8"", ""django__django-11964:b2:llm9""]","[""b2""]",false,true,1.0,9,false,450,25804800,20882.36931472516,-1292657.2
50166d432585100c,3da0d3379d667081,repo,58,8,7,"[""django__django-12308:b2:llm2"", ""django__django-12308:b2:llm3"", ""django__django-12308:b2:llm4"", ""django__django-12308:b2:llm5"", ""django__django-12308:b2:llm6"", ""django__django-12308:b2:llm7"", ""django__django-12308:b2:llm8"", ""django__django-12308:b2:llm9""]","[""b2""]",false,true,1.0,0,true,406,23281664,18840.53764839648,-1167003.152
502f1dba417aabb4,8673841c4d0d890b,history,906,2,1,"[""django__django-11815:b1:llm7"", ""django__django-11815:b1:llm8""]","[""b1""]",true,false,0.0,4,false,0,0,0.0,-51953.664000000004
50cd8b73899da6f1,575e755104494777,repo,69,8,7,"[""django__django-13033:b3:llm2"", ""django__django-13033:b3:llm3"", ""django__django-13033:b3:llm4"", ""django__django-13033:b3:llm5"", ""django__django-13033:b3:llm6"", ""django__django-13033:b3:llm7"", ""django__django-13033:b3:llm8"", ""django__django-13033:b3:llm9""]","[""b3""]",false,true,1.0,10,true,483,27697152,22413.743064471673,-1388331.3360000001
50fcc7b3d25f3a6f,a950f3c891c7d34a,repo,139,9,8,"[""django__django-11964:b3:llm1"", ""django__django-11964:b3:llm2"", ""django__django-11964:b3:llm3"", ""django__django-11964:b3:llm4"", ""django__django-11964:b3:llm5"", ""django__django-11964:b3:llm6"", ""django__django-11964:b3:llm7"", ""django__django-11964:b3:llm8"", ""django__django-11964:b3:llm9""]","[""b3""]",false,true,1.0,13,true,1112,63766528,51602.65483994307,-3195185.2160000005
514259e029f32159,de88a884b1fc2807,repo,76,3,2,"[""astropy__astropy-12907:b3:llm7"", ""astropy__astropy-12907:b3:llm8"", ""astropy__astropy-12907:b3:llm9""]","[""b3""]",false,true,1.0,4,false,152,8716288,7053.600301862722,-440020.544
522f2cd6ca93f56b,c2ae59b50cd36591,repo,80,3,2,"[""django__django-13028:b1:llm7"", ""django__django-13028:b1:llm8"", ""django__django-13028:b1:llm9""]","[""b1""]",false,true,1.0,1,false,160,9175040,7424.842423013391,-463179.52
528bc40044ca4a68,2bf79601bcbb5c95,repo,380,7,11,"[""django__django-11848:b0:llm10"", ""django__django-11848:b0:llm11"", ""django__django-11848:b0:llm12"", ""django__django-11848:b0:llm13"", ""django__django-11848:b0:llm14"", ""django__django-11848:b0:llm8"", ""django__django-11848:b0:llm9""]","[""b0""]",false,true,1.0,1,false,4180,239697920,193974.00830122485,-12002506.72
5392ccda0be0c610,8673841c4d0d890b,repo,78,7,6,"[""django__django-11815:b1:llm2"", ""django__django-11815:b1:llm3"", ""django__django-11815:b1:llm4"", ""django__django-11815:b1:llm5"", ""django__django-11815:b1:llm6"", ""django__django-11815:b1:llm7"", ""django__django-11815:b1:llm8""]","[""b1""]",false,true,1.0,4,false,468,26836992,21717.66408731417,-1345854.432
53e7249d5c3f6215,6faeb221560f8ee6,history,676,4,3,"[""astropy__astropy-12907:b0:llm6"", ""astropy__astropy-12907:b0:llm7"", ""astropy__astropy-12907:b0:llm8"", ""astropy__astropy-12907:b0:llm9""]","[""b0""]",true,false,0.0,4,false,0,0,0.0,-38764.544
544fba9b1e875f28,c2ae59b50cd36591,repo,113,4,3,"[""django__django-13028:b1:llm6"", ""django__django-13028:b1:llm7"", ""django__django-13028:b1:llm8"", ""django__django-13028:b1:llm9""]","[""b1""]",false,true,1.0,1,false,339,19439616,15731.384883759622,-978121.672
5510e96103d01d6d,a950f3c891c7d34a,repo,118,1,0,"[""django__django-11964:b3:llm9""]","[""b3""]",false,true,1.0,13,false,0,0,0.0,-6766.592000000001
55788aa95eac6d5c,d90b10e6ae8736ba,repo,98,14,13,"[""django__django-13028:b0:llm1"", ""django__django-13028:b0:llm10"", ""django__django-13028:b0:llm11"", ""django__django-13028:b0:llm12"", ""django__django-13028:b0:llm13"", ""django__django-13028:b0:llm14"", ""django__django-13028:b0:llm2"", ""django__django-13028:b0:llm3"", ""django__django-13028:b0:llm4"", ""django__django-13028:b0:llm5"", ""django__django-13028:b0:llm6"", ""django__django-13028:b0:llm7"", ""django__django-13028:b0:llm8"", ""django__django-13028:b0:llm9""]","[""b0""]",false,true,1.0,6,true,1274,73056256,59120.30779324412,-3657158.512
559c0aa6802f166f,aa4b80fdf138e45a,repo,2626,18,22,"[""django__django-11848:b0:llm4"", ""django__django-11848:b0:llm5"", ""django__django-11848:b0:llm6"", ""django__django-11848:b0:llm7"", ""django__django-11848:b0:llm8"", ""django__django-11848:b0:llm9"", ""django__django-11848:b1:llm4"", ""django__django-11848:b1:llm5"", ""django__django-11848:b1:llm6"", ""django__django-11848:b1:llm7"", ""django__django-11848:b1:llm8"", ""django__django-11848:b1:llm9"", ""django__django-11848:b2:llm4"", ""django__django-11848:b2:llm5"", ""django__django-11848:b2:llm6"", ""django__django-11848:b2:llm7"", ""django__django-11848:b2:llm8"", ""django__django-11848:b2:llm9""]","[""b0"", ""b1"", ""b2""]",false,true,1.0,6,true,57772,3312877568,2680924.97788956,-165736691.74400002
560beb7971ae9f20,d3c17c4999d63671,system,196,15,14,"[""django__django-12708:b0:llm0"", ""django__django-12708:b0:llm1"", ""django__django-12708:b0:llm10"", ""django__django-12708:b0:llm11"", ""django__django-12708:b0:llm12"", ""django__django-12708:b0:llm13"", ""django__django-12708:b0:llm14"", ""django__django-12708:b0:llm2"", ""django__django-12708:b0:llm3"", ""django__django-12708:b0:llm4"", ""django__django-12708:b0:llm5"", ""django__django-12708:b0:llm6"", ""django__django-12708:b0:llm7"", ""django__django-12708:b0:llm8"", ""django__django-12708:b0:llm9""]","[""b0""]",false,true,1.0,9,true,2744,157351936,127336.04755467965,-7876092.224
563a8e23bda35944,ef031a61f2642850,repo,36,9,8,"[""django__django-11999:b3:llm1"", ""django__django-11999:b3:llm2"", ""django__django-11999:b3:llm3"", ""django__django-11999:b3:llm4"", ""django__django-11999:b3:llm5"", ""django__django-11999:b3:llm6"", ""django__django-11999:b3:llm7"", ""django__django-11999:b3:llm8"", ""django__django-11999:b3:llm9""]","[""b3""]",false,true,1.0,1,true,288,16515072,13364.716361424104,-827529.984
56dbdd7661608946,f3861cf1557f40e3,repo,207,6,6,"[""django__django-12125:b3:llm4"", ""django__django-12125:b3:llm5"", ""django__django-12125:b3:llm6"", ""django__django-12125:b3:llm7"", ""django__django-12125:b3:llm8"", ""django__django-12125:b3:llm9""]","[""b3""]",false,true,1.0,2,false,1242,71221248,57635.33930864145,-3571690.6080000005
56fc5adfa6ab96fd,019c7764d40945f1,repo,70,5,4,"[""django__django-11815:b2:llm5"", ""django__django-11815:b2:llm6"", ""django__django-11815:b2:llm7"", ""django__django-11815:b2:llm8"", ""django__django-11815:b2:llm9""]","[""b2""]",false,true,1.0,4,false,280,16056320,12993.474240273434,-806550.08
5726455541080b7c,852ee7b9bc6517df,repo,92,2,1,"[""django__django-11999:b0:llm8"", ""django__django-11999:b0:llm9""]","[""b0""]",false,true,1.0,10,false,92,5275648,4269.2843932327,-268966.048
5767ee782d10bbdd,de88a884b1fc2807,history,48,5,4,"[""astropy__astropy-12907:b3:llm5"", ""astropy__astropy-12907:b3:llm6"", ""astropy__astropy-12907:b3:llm7"", ""astropy__astropy-12907:b3:llm8"", ""astropy__astropy-12907:b3:llm9""]","[""b3""]",true,false,0.0,4,false,0,0,0.0,-2752.512
5781a34701aa00dc,852ee7b9bc6517df,repo,59,7,6,"[""django__django-11999:b0:llm3"", ""django__django-11999:b0:llm4"", ""django__django-11999:b0:llm5"", ""django__django-11999:b0:llm6"", ""django__django-11999:b0:llm7"", ""django__django-11999:b0:llm8"", ""django__django-11999:b0:llm9""]","[""b0""]",false,true,1.0,10,false,354,20299776,16427.463860917127,-1018018.096
57cb988ca8661973,07096b3dba5d1229,repo,58,4,3,"[""django__django-13028:b2:llm6"", ""django__django-13028:b2:llm7"", ""django__django-13028:b2:llm8"", ""django__django-13028:b2:llm9""]","[""b2""]",false,true,1.0,11,false,174,9977856,8074.516135027063,-502044.75200000004
58a500b983dd12b6,07096b3dba5d1229,repo,36,9,8,"[""django__django-13028:b2:llm1"", ""django__django-13028:b2:llm2"", ""django__django-13028:b2:llm3"", ""django__django-13028:b2:llm4"", ""django__django-13028:b2:llm5"", ""django__django-13028:b2:llm6"", ""django__django-13028:b2:llm7"", ""django__django-13028:b2:llm8"", ""django__django-13028:b2:llm9""]","[""b2""]",false,true,1.0,11,true,288,16515072,13364.716361424104,-827529.984
58b011ed4c0b572f,ae4af4f6aaf75fd6,repo,134,14,13,"[""django__django-11964:b0:llm1"", ""django__django-11964:b0:llm10"", ""django__django-11964:b0:llm11"", ""django__django-11964:b0:llm12"", ""django__django-11964:b0:llm13"", ""django__django-11964:b0:llm14"", ""django__django-11964:b0:llm2"", ""django__django-11964:b0:llm3"", ""django__django-11964:b0:llm4"", ""django__django-11964:b0:llm5"", ""django__django-11964:b0:llm6"", ""django__django-11964:b0:llm7"", ""django__django-11964:b0:llm8"", ""django__django-11964:b0:llm9""]","[""b0""]",false,true,1.0,4,true,1742,99893248,80837.9718805583,-5000604.496
58f75a63197377cf,ef031a61f2642850,repo,133,5,4,"[""django__django-11999:b3:llm5"", ""django__django-11999:b3:llm6"", ""django__django-11999:b3:llm7"", ""django__django-11999:b3:llm8"", ""django__django-11999:b3:llm9""]","[""b3""]",false,true,1.0,1,false,532,30507008,24687.601056519525,-1532445.1520000002
5913c9204daf202e,c2ae59b50cd36591,repo,86,2,1,"[""django__django-13028:b1:llm8"", ""django__django-13028:b1:llm9""]","[""b1""]",false,true,1.0,1,false,86,4931584,3990.8528023696977,-251424.784
59bc461813bddbb5,3da0d3379d667081,repo,132,4,3,"[""django__django-12308:b2:llm6"", ""django__django-12308:b2:llm7"", ""django__django-12308:b2:llm8"", ""django__django-12308:b2:llm9""]","[""b2""]",false,true,1.0,0,false,396,22708224,18376.484996958145,-1142584.608
59ca25689a54dce0,ed967e5422d70e84,repo,1579,39,38,"[""django__django-11815:b0:llm0"", ""django__django-11815:b0:llm1"", ""django__django-11815:b0:llm2"", ""django__django-11815:b0:llm3"", ""django__django-11815:b0:llm4"", ""django__django-11815:b0:llm5"", ""django__django-11815:b0:llm6"", ""django__django-11815:b0:llm7"", ""django__django-11815:b0:llm8"", ""django__django-11815:b0:llm9"", ""django__django-11815:b1:llm0"", ""django__django-11815:b1:llm1"", ""django__django-11815:b1:llm2"", ""django__django-11815:b1:llm3"", ""django__django-11815:b1:llm4"", ""django__django-11815:b1:llm5"", ""django__django-11815:b1:llm6"", ""django__django-11815:b1:llm7"", ""django__django-11815:b1:llm8"", ""django__django-11815:b2:llm0""]","[""b0"", ""b1"", ""b2"", ""b3""]",false,true,1.0,9,true,60002,3440754688,2784408.7191603095,-172068278.576
5a8135feb92f1a44,3da0d3379d667081,repo,130,5,4,"[""django__django-12308:b2:llm5"", ""django__django-12308:b2:llm6"", ""django__django-12308:b2:llm7"", ""django__django-12308:b2:llm8"", ""django__django-12308:b2:llm9""]","[""b2""]",false,true,1.0,0,false,520,29818880,24130.73787479352,-1497878.72
5abf7279775090ad,e486f200d3318671,history,607,9,8,"[""django__django-12308:b0:llm10"", ""django__django-12308:b0:llm11"", ""django__django-12308:b0:llm12"", ""django__django-12308:b0:llm13"", ""django__django-12308:b0:llm14"", ""django__django-12308:b0:llm6"", ""django__django-12308:b0:llm7"", ""django__django-12308:b0:llm8"", ""django__django-12308:b0:llm9""]","[""b0""]",true,false,0.0,14,false,0,0,0.0,-34807.808
5ac5b4a7887d423c,58723b0dacfad96e,repo,62,5,4,"[""django__django-13033:b1:llm5"", ""django__django-13033:b1:llm6"", ""django__django-13033:b1:llm7"", ""django__django-13033:b1:llm8"", ""django__django-13033:b1:llm9""]","[""b1""]",false,true,1.0,6,false,248,14221312,11508.505755670756,-714372.9280000001
5b30bee25d3dfa08,551bf22f623d4bb5,repo,49,2,1,"[""django__django-12708:b1:llm8"", ""django__django-12708:b1:llm9""]","[""b1""]",false,true,1.0,5,false,49,2809856,2273.857992047851,-143253.65600000002
5b5ce03802dccc3c,219bcd996ddf4669,repo,168,6,5,"[""django__django-11999:b2:llm4"", ""django__django-11999:b2:llm5"", ""django__django-11999:b2:llm6"", ""django__django-11999:b2:llm7"", ""django__django-11999:b2:llm8"", ""django__django-11999:b2:llm9""]","[""b2""]",false,true,1.0,8,false,840,48168960,38980.4227208203,-2417241.792
5ba59d5d290b4ac7,0ec758d24ab7cf1b,repo,73,7,6,"[""django__django-13028:b0:llm3"", ""django__django-13028:b0:llm4"", ""django__django-13028:b0:llm5"", ""django__django-13028:b0:llm6"", ""django__django-13028:b0:llm7"", ""django__django-13028:b0:llm8"", ""django__django-13028:b0:llm9""]","[""b0""]",false,true,1.0,6,false,438,25116672,20325.50613299916,-1259581.712
5c16130a7d25bd43,ae4af4f6aaf75fd6,history,47,14,13,"[""django__django-11964:b0:llm1"", ""django__django-11964:b0:llm10"", ""django__django-11964:b0:llm11"", ""django__django-11964:b0:llm12"", ""django__django-11964:b0:llm13"", ""django__django-11964:b0:llm14"", ""django__django-11964:b0:llm2"", ""django__django-11964:b0:llm3"", ""django__django-11964:b0:llm4"", ""django__django-11964:b0:llm5"", ""django__django-11964:b0:llm6"", ""django__django-11964:b0:llm7"", ""django__django-11964:b0:llm8"", ""django__django-11964:b0:llm9""]","[""b0""]",true,false,0.0,4,false,0,0,0.0,-2695.168
5c4e81442aa19a3f,07096b3dba5d1229,repo,246,1,0,"[""django__django-13028:b2:llm9""]","[""b2""]",false,true,1.0,11,false,0,0,0.0,-14106.624
5d223f46fe4a0bbe,cd8597b0d096ce04,repo,49,7,6,"[""django__django-11964:b1:llm3"", ""django__django-11964:b1:llm4"", ""django__django-11964:b1:llm5"", ""django__django-11964:b1:llm6"", ""django__django-11964:b1:llm7"", ""django__django-11964:b1:llm8"", ""django__django-11964:b1:llm9""]","[""b1""]",false,true,1.0,12,false,294,16859136,13643.147952287107,-845472.6560000001
5de36dae8ce1ed19,d90b10e6ae8736ba,repo,5380,12,11,"[""django__django-13028:b0:llm10"", ""django__django-13028:b0:llm11"", ""django__django-13028:b0:llm12"", ""django__django-13028:b0:llm13"", ""django__django-13028:b0:llm14"", ""django__django-13028:b0:llm3"", ""django__django-13028:b0:llm4"", ""django__django-13028:b0:llm5"", ""django__django-13028:b0:llm6"", ""django__django-13028:b0:llm7"", ""django__django-13028:b0:llm8"", ""django__django-13028:b0:llm9""]","[""b0""]",false,true,1.0,6,true,59180,3393617920,2746263.591212078,-169930226.72
5de7cfdddb539d3f,07096b3dba5d1229,repo,2211,6,5,"[""django__django-13028:b2:llm4"", ""django__django-13028:b2:llm5"", ""django__django-13028:b2:llm6"", ""django__django-13028:b2:llm7"", ""django__django-13028:b2:llm8"", ""django__django-13028:b2:llm9""]","[""b2""]",false,true,1.0,11,false,11055,633937920,513010.2061650815,-31812628.584
5e705030b42c2615,46a4b3e7e25a386f,history,35,3,2,"[""django__django-11848:b3:llm5"", ""django__django-11848:b3:llm6"", ""django__django-11848:b3:llm7""]","[""b3""]",true,false,0.0,10,false,0,0,0.0,-2007.04
5e88e9d2deb55d6e,551bf22f623d4bb5,history,920,2,1,"[""django__django-12708:b1:llm8"", ""django__django-12708:b1:llm9""]","[""b1""]",true,false,0.0,5,false,0,0,0.0,-52756.48
5ecfb78845f70ff2,906710e1793281f9,repo,79,7,6,"[""astropy__astropy-12907:b2:llm3"", ""astropy__astropy-12907:b2:llm4"", ""astropy__astropy-12907:b2:llm5"", ""astropy__astropy-12907:b2:llm6"", ""astropy__astropy-12907:b2:llm7"", ""astropy__astropy-12907:b2:llm8"", ""astropy__astropy-12907:b2:llm9""]","[""b2""]",false,true,1.0,10,false,474,27181056,21996.09567817717,-1363108.976
5eeb3a57719ff90d,906710e1793281f9,repo,105,8,7,"[""astropy__astropy-12907:b2:llm2"", ""astropy__astropy-12907:b2:llm3"", ""astropy__astropy-12907:b2:llm4"", ""astropy__astropy-12907:b2:llm5"", ""astropy__astropy-12907:b2:llm6"", ""astropy__astropy-12907:b2:llm7"", ""astropy__astropy-12907:b2:llm8"", ""astropy__astropy-12907:b2:llm9""]","[""b2""]",false,true,1.0,10,true,735,42147840,34107.869880717764,-2112678.12
5f369fcc073e6b38,fb646cd1ef6ee80c,history,1176,4,6,"[""django__django-12308:b3:llm6"", ""django__django-12308:b3:llm7"", ""django__django-12308:b3:llm8"", ""django__django-12308:b3:llm9""]","[""b3""]",true,false,0.0,11,false,0,0,0.0,-67436.544
5f3d86536e5405cc,df6e950bba430473,history,144,3,2,"[""django__django-12125:b2:llm7"", ""django__django-12125:b2:llm8"", ""django__django-12125:b2:llm9""]","[""b2""]",true,false,0.0,11,false,0,0,0.0,-8257.536
5f9289ca96f89373,0464de949fb408ce,repo,52,4,3,"[""django__django-12708:b2:llm5"", ""django__django-12708:b2:llm6"", ""django__django-12708:b2:llm7"", ""django__django-12708:b2:llm8""]","[""b2""]",false,true,1.0,12,false,156,8945664,7239.2213624380565,-450109.088
5fa9bf6e8ee15436,6606a13a632ee883,repo,70,8,7,"[""django__django-12125:b0:llm2"", ""django__django-12125:b0:llm3"", ""django__django-12125:b0:llm4"", ""django__django-12125:b0:llm5"", ""django__django-12125:b0:llm6"", ""django__django-12125:b0:llm7"", ""django__django-12125:b0:llm8"", ""django__django-12125:b0:llm9""]","[""b0""]",false,true,1.0,3,true,490,28098560,22738.57992047851,-1408452.08
5fc2c0744f91e301,cd8597b0d096ce04,history,27,5,4,"[""django__django-11964:b1:llm5"", ""django__django-11964:b1:llm6"", ""django__django-11964:b1:llm7"", ""django__django-11964:b1:llm8"", ""django__django-11964:b1:llm9""]","[""b1""]",true,false,0.0,12,false,0,0,0.0,-1548.288
5fc6081c676518b9,aa4b80fdf138e45a,repo,56,6,7,"[""django__django-11848:b0:llm4"", ""django__django-11848:b0:llm5"", ""django__django-11848:b0:llm6"", ""django__django-11848:b0:llm7"", ""django__django-11848:b0:llm8"", ""django__django-11848:b0:llm9""]","[""b0""]",false,true,1.0,6,false,392,22478848,18190.863936382808,-1126761.664
607e7f8694250009,852ee7b9bc6517df,repo,96,4,3,"[""django__django-11999:b0:llm6"", ""django__django-11999:b0:llm7"", ""django__django-11999:b0:llm8"", ""django__django-11999:b0:llm9""]","[""b0""]",false,true,1.0,10,false,288,16515072,13364.716361424104,-830970.6240000001
60add88a74af40b9,0464de949fb408ce,repo,76,3,2,"[""django__django-12708:b2:llm6"", ""django__django-12708:b2:llm7"", ""django__django-12708:b2:llm8""]","[""b2""]",false,true,1.0,12,false,152,8716288,7053.600301862722,-440020.544
613be58c293212e0,852ee7b9bc6517df,repo,96,1,0,"[""django__django-11999:b0:llm9""]","[""b0""]",false,true,1.0,10,false,0,0,0.0,-5505.024
616c91f6e3dae231,906710e1793281f9,repo,74,1,0,"[""astropy__astropy-12907:b2:llm9""]","[""b2""]",false,true,1.0,10,false,0,0,0.0,-4243.456
61c4a865a7f93336,6606a13a632ee883,repo,89,6,5,"[""django__django-12125:b0:llm4"", ""django__django-12125:b0:llm5"", ""django__django-12125:b0:llm6"", ""django__django-12125:b0:llm7"", ""django__django-12125:b0:llm8"", ""django__django-12125:b0:llm9""]","[""b0""]",false,true,1.0,3,false,445,25518080,20650.342989005992,-1280562.616
61fa24e0518aa8bf,2c0145be26b2bf34,repo,194,2,1,"[""django__django-11999:b1:llm8"", ""django__django-11999:b1:llm9""]","[""b1""]",false,true,1.0,8,false,194,11124736,9002.621437903737,-567167.5360000001
624ee53942925ed6,f3861cf1557f40e3,repo,70,8,7,"[""django__django-12125:b3:llm2"", ""django__django-12125:b3:llm3"", ""django__django-12125:b3:llm4"", ""django__django-12125:b3:llm5"", ""django__django-12125:b3:llm6"", ""django__django-12125:b3:llm7"", ""django__django-12125:b3:llm8"", ""django__django-12125:b3:llm9""]","[""b3""]",false,true,1.0,2,true,490,28098560,22738.57992047851,-1408452.08
62d73be59d1dc7d4,7a6e220a367f95fd,history,15,21,41,"[""django__django-11848:b0:llm10"", ""django__django-11848:b0:llm11"", ""django__django-11848:b0:llm12"", ""django__django-11848:b0:llm13"", ""django__django-11848:b0:llm14"", ""django__django-11848:b0:llm3"", ""django__django-11848:b0:llm4"", ""django__django-11848:b0:llm5"", ""django__django-11848:b0:llm6"", ""django__django-11848:b0:llm7"", ""django__django-11848:b0:llm8"", ""django__django-11848:b0:llm9"", ""django__django-11848:b1:llm5"", ""django__django-11848:b1:llm6"", ""django__django-11848:b1:llm7"", ""django__django-11848:b1:llm8"", ""django__django-11848:b1:llm9"", ""django__django-11848:b3:llm4"", ""django__django-11848:b3:llm5"", ""django__django-11848:b3:llm6""]","[""b0"", ""b1"", ""b3""]",true,false,0.0,12,false,0,0,0.0,-860.16
62f9d9a388327360,a950f3c891c7d34a,history,113,9,8,"[""django__django-11964:b3:llm1"", ""django__django-11964:b3:llm2"", ""django__django-11964:b3:llm3"", ""django__django-11964:b3:llm4"", ""django__django-11964:b3:llm5"", ""django__django-11964:b3:llm6"", ""django__django-11964:b3:llm7"", ""django__django-11964:b3:llm8"", ""django__django-11964:b3:llm9""]","[""b3""]",true,false,0.0,13,false,0,0,0.0,-6479.872
62faa6c8e78f4f6f,f3861cf1557f40e3,history,35,9,8,"[""django__django-12125:b3:llm1"", ""django__django-12125:b3:llm2"", ""django__django-12125:b3:llm3"", ""django__django-12125:b3:llm4"", ""django__django-12125:b3:llm5"", ""django__django-12125:b3:llm6"", ""django__django-12125:b3:llm7"", ""django__django-12125:b3:llm8"", ""django__django-12125:b3:llm9""]","[""b3""]",true,false,0.0,2,false,0,0,0.0,-2007.04
63e012fd525de68e,c2ae59b50cd36591,repo,70,7,6,"[""django__django-13028:b1:llm3"", ""django__django-13028:b1:llm4"", ""django__django-13028:b1:llm5"", ""django__django-13028:b1:llm6"", ""django__django-13028:b1:llm7"", ""django__django-13028:b1:llm8"", ""django__django-13028:b1:llm9""]","[""b1""]",false,true,1.0,1,false,420,24084480,19490.21136041015,-1207818.08
640e4a91a162a9b7,ef031a61f2642850,repo,31,3,2,"[""django__django-11999:b3:llm7"", ""django__django-11999:b3:llm8"", ""django__django-11999:b3:llm9""]","[""b3""]",false,true,1.0,1,false,62,3555328,2877.126438917689,-179482.064
6468a2172efd9cc2,551bf22f623d4bb5,repo,210,5,4,"[""django__django-12708:b1:llm5"", ""django__django-12708:b1:llm6"", ""django__django-12708:b1:llm7"", ""django__django-12708:b1:llm8"", ""django__django-12708:b1:llm9""]","[""b1""]",false,true,1.0,5,false,840,48168960,38980.4227208203,-2419650.24
64cd8c14402c4d52,2c0145be26b2bf34,history,115,2,1,"[""django__django-11999:b1:llm8"", ""django__django-11999:b1:llm9""]","[""b1""]",true,false,0.0,8,false,0,0,0.0,-6594.56
64e977453cd5f39a,852ee7b9bc6517df,history,29,9,8,"[""django__django-11999:b0:llm1"", ""django__django-11999:b0:llm2"", ""django__django-11999:b0:llm3"", ""django__django-11999:b0:llm4"", ""django__django-11999:b0:llm5"", ""django__django-11999:b0:llm6"", ""django__django-11999:b0:llm7"", ""django__django-11999:b0:llm8"", ""django__django-11999:b0:llm9""]","[""b0""]",true,false,0.0,10,false,0,0,0.0,-1662.976
