config_id,total_sessions,active_session_limit,effective_regions,memory_budget_gb,arrival_pattern,session_pressure,region_pressure,memory_budget_per_active_session,predicted_arrival_burstiness,trace_mix_instance_entropy,repo_family_distribution,trace_llm_time_mean,trace_llm_time_p95,trace_tool_time_mean,trace_tool_time_p95,tool_time_share,llm_time_share,branch_jct_cv,tool_latency_cv,context_reuse_tokens,shared_context_ratio,repo_context_tokens,history_context_tokens,estimated_kv_bytes,estimated_domain_fanout,estimated_context_entropy,estimated_context_domain_count,context_hotspot_score,tool_events_per_session,llm_events_per_session,predicted_ready_depth,predicted_blocked_fraction,predicted_tool_blocked_fraction,estimated_remote_kv_pressure,estimated_remote_context_bytes,feature_sources_json
aligned_v10_stratified:ts128:al32:er4:arrpoisson:mem16,128,32,4,16,poisson,4.0,8.0,0.5,0.55,0.680766869867489,"{""astropy"": 0.0859375, ""django"": 0.9140625}",0.9356814627357214,1.886343240737915,1.4013076079995208,2.226280927658081,0.5996209505415677,0.4003790494584324,1.6711412610293916,4.951659068568655,14926.0,0.9868987096268358,4560942.0,1010712.0,333512245248,665.5,0.680766869867489,2,0.8196844477836214,10.3984375,10.3984375,6.371724675035867,0.6820688312410332,0.6820688312410332,155.30374145507812,333512245248.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al32:er4:arrpoisson:mem32,128,32,4,32,poisson,4.0,8.0,1.0,0.55,0.36545990169331577,"{""astropy"": 0.0859375, ""django"": 0.9140625}",0.8921172348608882,1.7853877544403076,1.4735535882892938,2.226280927658081,0.6228903759006825,0.37710962409931753,1.7059290744946327,4.992686301581904,13687.0,0.9874842170567683,4919105.0,895997.0,346434142208,644.0,0.36545990169331577,2,0.9301242236024845,10.0625,10.0625,6.265848789651894,0.7085378025870264,0.7085378025870264,80.66048431396484,346434142208.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al32:er4:arrpoisson:mem64,128,32,4,64,poisson,4.0,8.0,2.0,0.55,0.7444944687704986,"{""astropy"": 0.0703125, ""django"": 0.9296875}",0.9047201945326818,1.8840484857559208,1.3257853909880815,1.816089153289795,0.5943878372662967,0.4056121627337032,1.6836915327011555,5.242863014336764,15275.0,0.9934926659852956,4660921.0,1091941.0,342081216512,673.5,0.7444944687704986,2,0.7884187082405345,10.5234375,10.5234375,6.395535340438349,0.6761161648904125,0.6761161648904125,39.82349491119385,342081216512.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al32:er4:arrpoisson:mem8,128,32,4,8,poisson,4.0,8.0,0.25,0.55,0.6546432689858073,"{""astropy"": 0.09375, ""django"": 0.90625}",0.9121740030563217,1.6992859840393066,1.543357598475921,3.497192919254303,0.6285228003226966,0.3714771996773035,1.5919799204328697,4.914859578730464,14902.0,0.9904385579946692,4580676.0,1205669.0,344695816192,667.0,0.6546432689858073,2,0.8313343328335832,10.421875,10.421875,6.24022125853173,0.7149446853670673,0.7149446853670673,321.0229949951172,344695816192.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er16:arrbursty:mem32,128,4,16,32,bursty,32.0,0.25,8.0,1.0,0.7015026350349869,"{""astropy"": 0.078125, ""django"": 0.921875}",0.9117176186310019,1.8786940574645996,1.0057798301198835,1.8913660049438477,0.524527336803018,0.47547266319698195,1.3177791762465814,5.015143763796082,15122.0,0.9965481300274613,4721412.0,970831.0,337365532672,671.0,0.7015026350349869,2,0.8099850968703428,10.484375,10.484375,5.0,0.6556591710037725,0.6556591710037725,2.4546573162078857,5271336448.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er16:arrbursty:mem64,128,4,16,64,bursty,32.0,0.25,16.0,1.0,0.6052575943385412,"{""astropy"": 0.09375, ""django"": 0.90625}",0.943738186250704,1.8769940733909607,1.6707816837024103,5.270530939102173,0.6390395815704288,0.3609604184295711,1.566833713013431,4.64677934246451,14478.0,0.9930022202674832,4298446.0,999310.0,315328176128,658.0,0.6052575943385412,2,0.851823708206687,10.28125,10.28125,5.0,0.798799476963036,0.798799476963036,1.147157222032547,4927002752.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er16:arrclosed_loop:mem16,128,4,16,16,closed_loop,32.0,0.25,4.0,0.2,0.6813592982989314,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.9336160691363906,1.802689552307129,1.4039075051876981,5.270530939102173,0.6005960840816965,0.3994039159183035,1.4773218163863457,4.726816635202619,14846.0,0.9875940072196364,4773997.0,1079975.0,349657161728,664.5,0.6813592982989314,2,0.8194130925507901,10.3828125,10.3828125,4.2,0.6306258882857814,0.6306258882857814,5.088181376457214,5463393152.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er16:arrclosed_loop:mem32,128,4,16,32,closed_loop,32.0,0.25,8.0,0.2,0.6801755036595387,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.9642462403096387,1.8944070339202899,1.72856044733245,4.731964111328125,0.641917763820631,0.35808223617936896,1.6454355489648538,4.642447569757445,14879.0,0.9935758780666738,4890861.0,1029870.0,351430639616,666.5,0.6801755036595387,2,0.8199549887471868,10.4140625,10.4140625,4.2,0.6740136520116626,0.6740136520116626,2.5569944381713867,5491103744.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er16:arrclosed_loop:mem64,128,4,16,64,closed_loop,32.0,0.25,16.0,0.2,0.5141282482194975,"{""astropy"": 0.078125, ""django"": 0.921875}",0.9198029856692769,1.6992859840393066,1.136189542745328,1.816089153289795,0.5526233811858521,0.4473766188141479,1.4012852341008961,5.072897966203336,14172.0,0.9847698064428674,4779906.0,1135562.0,353653235712,653.5,0.5141282482194975,2,0.8852333588370314,10.2109375,10.2109375,4.2,0.5802545502451447,0.5802545502451447,1.2865829765796661,5525831808.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er16:arrclosed_loop:mem8,128,4,16,8,closed_loop,32.0,0.25,2.0,0.2,0.5746356978376794,"{""astropy"": 0.078125, ""django"": 0.921875}",0.920804523157351,1.8786940574645996,1.4137261166827368,4.218083310127253,0.605571883511272,0.39442811648872805,1.4637257550817593,4.779261738275914,14500.0,0.9872601165163958,4770542.0,940882.0,341141405696,660.0,0.5746356978376794,2,0.8636363636363636,10.3125,10.3125,4.2,0.6358504776868357,0.6358504776868357,9.928521633148193,5330334464.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er16:arrpoisson:mem16,128,4,16,16,poisson,32.0,0.25,4.0,0.55,0.744792674260826,"{""astropy"": 0.078125, ""django"": 0.921875}",0.8774257301398585,1.5947253704071045,1.154470068176201,1.6672581195831313,0.5681738547483448,0.43182614525165514,1.5624587346479961,5.20193400021658,15281.0,0.9828254320394009,5101667.0,1199839.0,377798787072,673.0,0.744792674260826,2,0.788261515601783,10.515625,10.515625,4.55,0.6462977597762422,0.6462977597762422,5.4976959228515625,5903106048.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er16:arrpoisson:mem32,128,4,16,32,poisson,32.0,0.25,8.0,0.55,0.6994355897058172,"{""astropy"": 0.0859375, ""django"": 0.9140625}",0.9613816662131636,1.9641282558441162,1.351901115096512,1.8034745931625482,0.5844080654640618,0.4155919345359381,1.5284347880895286,5.219080149163012,15286.0,0.9999062029203212,4459844.0,1061349.0,326467477504,674.5,0.6994355897058172,2,0.8109710896960711,10.5390625,10.5390625,4.55,0.6647641744653703,0.6647641744653703,2.375363528728485,5101054336.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er16:arrpoisson:mem8,128,4,16,8,poisson,32.0,0.25,2.0,0.55,0.6792904407743652,"{""astropy"": 0.0703125, ""django"": 0.9296875}",0.9153479730297706,1.7003309726715088,1.2506418095095304,3.936257839202881,0.5773996810101933,0.42260031898980666,1.476013247431248,5.085718214696963,14976.0,0.9938125379419843,4840926.0,1076965.0,351202295808,668.0,0.6792904407743652,2,0.8203592814371258,10.4375,10.4375,4.55,0.6567921371490949,0.6567921371490949,10.22133207321167,5487535872.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er1:arrbursty:mem32,128,4,1,32,bursty,32.0,4.0,8.0,1.0,0.6558092965525364,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.8884708139233123,1.8703854084014893,1.7309548228933886,1.689943552017212,0.660814645227707,0.33918535477229306,1.7047768465041102,4.881565902623982,14782.0,0.9963128339869851,4344252.0,836739.0,307796041728,665.0,0.6558092965525364,2,0.8308270676691729,10.390625,10.390625,1.6739816934653662,0.8260183065346338,0.8260183065346338,35.83217525482178,307796041728.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er1:arrbursty:mem64,128,4,1,64,bursty,32.0,4.0,16.0,1.0,0.6289626548489547,"{""astropy"": 0.0625, ""django"": 0.9375}",0.9366564141638202,1.8786940574645996,1.546890505683945,4.708998918533346,0.62285535792445,0.37714464207555004,1.5793808695419813,4.806657750513713,14765.0,0.9868224938435669,4467073.0,987148.0,326565822464,665.5,0.6289626548489547,2,0.8422238918106687,10.3984375,10.3984375,1.7214308025944374,0.7785691974055625,0.7785691974055625,19.00863265991211,326565822464.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er1:arrbursty:mem8,128,4,1,8,bursty,32.0,4.0,2.0,1.0,0.6546432689858073,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.9364772305853185,1.8725001096725458,0.6500265946851786,1.6077683448791513,0.4097226772046073,0.5902773227953926,0.6756956019320568,4.869062033157711,14876.0,0.9911557509451538,5172923.0,1060968.0,370339479552,667.0,0.6546432689858073,2,0.8313343328335832,10.421875,10.421875,1.9878466534942407,0.5121533465057592,0.5121533465057592,172.4527587890625,370339479552.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er1:arrclosed_loop:mem32,128,4,1,32,closed_loop,32.0,4.0,8.0,0.2,0.743898745288434,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.9150708403916072,1.877787399291992,1.1108108804330976,4.151378154754639,0.5483098391257036,0.45169016087429636,1.1618441151201242,4.817478404942847,15304.0,0.9968612711932487,4819170.0,1174029.0,354763300864,674.5,0.743898745288434,2,0.7887323943661971,10.5390625,10.5390625,1.524274668918011,0.5757253310819889,0.5757253310819889,41.29988384246826,354763300864.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er1:arrclosed_loop:mem64,128,4,1,64,closed_loop,32.0,4.0,16.0,0.2,0.6049736310277827,"{""astropy"": 0.0703125, ""django"": 0.9296875}",0.9087556833196248,1.802689552307129,0.9327446923321641,1.461702585220337,0.5065134412487016,0.49348655875129854,1.6312675410466033,5.760704591001304,14544.0,0.9796608264913115,4377782.0,882152.0,317415038976,658.5,0.6049736310277827,2,0.8519362186788155,10.2890625,10.2890625,1.5681608866888634,0.5318391133111366,0.5318391133111366,18.47598695755005,317415038976.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er1:arrclosed_loop:mem8,128,4,1,8,closed_loop,32.0,4.0,2.0,0.2,0.6327098608560136,"{""astropy"": 0.078125, ""django"": 0.921875}",0.8788054832377455,1.6178135871887207,0.9976330168150096,1.689943552017212,0.5316630503941172,0.46833694960588285,1.6143846267974078,5.415271338479517,14537.0,0.9904009820802822,4770184.0,982578.0,342587793408,659.0,0.6327098608560136,2,0.8406676783004552,10.296875,10.296875,1.5417537970861768,0.5582462029138231,0.5582462029138231,159.5298728942871,342587793408.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er1:arrpoisson:mem64,128,4,1,64,poisson,32.0,4.0,16.0,0.55,0.844229241379614,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.9211899544381853,1.8094591379165588,1.8178649051346047,3.936257839202881,0.6636832770184591,0.33631672298154086,1.7364333735089477,4.791851462043128,16124.0,0.9968012157761239,4818387.0,1108448.0,351598542848,689.5,0.844229241379614,2,0.7280638143582306,10.7734375,10.7734375,1.5200602723915027,0.7549397276084971,0.7549397276084971,20.465728759765625,351598542848.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er1:arrpoisson:mem8,128,4,1,8,poisson,32.0,4.0,2.0,0.55,0.6318409099499565,"{""astropy"": 0.1328125, ""django"": 0.8671875}",0.9259750211356176,1.876427412033081,2.25868465591023,5.270564079284668,0.7092389407226802,0.29076105927731977,1.6450942398806223,4.322928183082034,14611.0,0.9936527424480449,4928399.0,986832.0,350862016512,660.5,0.6318409099499565,2,0.8410295230885693,10.3203125,10.3203125,1.4682407049279511,0.8067592950720487,0.8067592950720487,163.3828582763672,350862016512.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er2:arrbursty:mem16,128,4,2,16,bursty,32.0,2.0,4.0,1.0,0.5746356978376794,"{""astropy"": 0.109375, ""django"": 0.890625}",0.946220345027519,1.9065027236938477,1.231772657933126,2.1799981594085693,0.565554001440189,0.4344459985598111,1.3393299308687439,4.9946510915467,14486.0,0.9963746002922046,4346140.0,921889.0,312502206464,660.0,0.5746356978376794,2,0.8636363636363636,10.3125,10.3125,3.5861149963995276,0.7069425018002362,0.7069425018002362,36.38004493713379,312502206464.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er2:arrbursty:mem32,128,4,2,32,bursty,32.0,2.0,8.0,1.0,0.5779576184299017,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.9026151890054755,1.773930311203003,1.6176723848406034,3.936257839202881,0.6418602391361071,0.35813976086389293,1.594456999865707,4.687052890263138,14346.0,0.9967796775866554,4752583.0,1102604.0,346077347840,654.0,0.5779576184299017,2,0.8623853211009175,10.21875,10.21875,3.3953494021597317,0.8023252989201339,0.8023252989201339,20.144352912902832,346077347840.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er2:arrclosed_loop:mem16,128,4,2,16,closed_loop,32.0,2.0,4.0,0.2,0.5465060858222177,"{""astropy"": 0.109375, ""django"": 0.890625}",0.9696014584977724,1.9253103733062744,1.4633907726255513,2.226280927658081,0.6014777827506244,0.39852221724937564,1.6430165099185359,4.924616340678852,14264.0,0.9968031658031834,5167237.0,905263.0,358503792640,654.5,0.5465060858222177,2,0.8739495798319328,10.2265625,10.2265625,2.936896656223689,0.6315516718881556,0.6315516718881556,41.735334396362305,358503792640.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al4:er2:arrclosed_loop:mem32,128,4,2,32,closed_loop,32.0,2.0,8.0,0.2,0.445535913442103,"{""astropy"": 0.0859375, ""django"": 0.9140625}",0.9134938893767744,1.773930311203003,1.2782085923041018,2.1799981594085693,0.583203515526345,0.41679648447365497,1.7280625332037198,5.187650216064874,13866.0,0.9931915400189583,4508388.0,927604.0,322740346880,647.0,0.445535913442103,2,0.9072642967542504,10.109375,10.109375,2.9752726173946757,0.6123636913026622,0.6123636913026622,18.78596067428589,322740346880.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
