trace_source,repo_family,branch_id,step_index,event_id,command,tool_type,tool_class,safety,safety_reason,is_safe,prev_tool_class,previous_returncode,observation_length,error_count,mentioned_file_not_found,mentioned_test_fail,mentioned_import_error,tool_latency
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11815/rollout_3.traj.json,django,b3,19,django__django-11815:b3:tool9,"grep -r ""default="" /path/to/project",grep_search,grep_search,SAFE_READ_ONLY,readonly_shell_chain,true,grep_search,0,12,4,false,false,false,0.18545293807983398
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,1,django__django-11848:b0:tool0,"grep -r ""def parse_http_date"" .",grep_search,grep_search,SAFE_READ_ONLY,readonly_shell_chain,true,START,0,23,0,false,false,false,0.4611537456512451
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,3,django__django-11848:b0:tool1,nano django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,grep_search,0,11,0,false,false,false,0.2521641254425049
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,5,django__django-11848:b0:tool2,vim django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,127,11,1,false,false,false,0.2501189708709717
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,7,django__django-11848:b0:tool3,cat django/utils/http.py,file_read,file_read,SAFE_READ_ONLY,readonly_shell_chain,true,shell_other,127,2577,2,false,false,false,0.26477527618408203
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,9,django__django-11848:b0:tool4,"grep -r ""def parse_http_date"" .",grep_search,grep_search,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,0,23,2,false,false,false,0.4461376667022705
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,11,django__django-11848:b0:tool5,nano django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,grep_search,0,11,2,false,false,false,0.26338672637939453
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,13,django__django-11848:b0:tool6,vim django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,127,11,3,false,false,false,0.23671412467956543
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,15,django__django-11848:b0:tool7,cat django/utils/http.py,file_read,file_read,SAFE_READ_ONLY,readonly_shell_chain,true,shell_other,127,2577,4,false,false,false,0.25392818450927734
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,17,django__django-11848:b0:tool8,"grep -r ""def parse_http_date"" .",grep_search,grep_search,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,0,23,4,false,false,false,0.4064812660217285
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_0.traj.json,django,b0,19,django__django-11848:b0:tool9,nano django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,grep_search,0,11,4,false,false,false,0.24701690673828125
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,1,django__django-11848:b1:tool0,"grep -r ""def parse_http_date"" .",grep_search,grep_search,SAFE_READ_ONLY,readonly_shell_chain,true,START,0,23,0,false,false,false,0.4013535976409912
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,3,django__django-11848:b1:tool1,nano django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,grep_search,0,11,0,false,false,false,0.2509288787841797
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,5,django__django-11848:b1:tool2,vim django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,127,11,1,false,false,false,0.23380684852600098
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,7,django__django-11848:b1:tool3,cat django/utils/http.py,file_read,file_read,SAFE_READ_ONLY,readonly_shell_chain,true,shell_other,127,2577,2,false,false,false,0.2432255744934082
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,9,django__django-11848:b1:tool4,"sed -i 's/\(\d{2}\)-\(Jan\|Feb\|Mar\|Apr\|May\|Jun\|Jul\|Aug\|Sep\|Oct\|Nov\|Dec\) \(20\d{2}\)/\1-\2-\3/g' django/utils/http.py
sed -i 's/\(\d{2}\)-\(Jan\|Feb\|Mar\|Apr\|May\|Jun\|Jul\|Aug\|Sep\|Oct\|Nov\|Dec\) \(19\d{2}\)/\1-\2-\3/g' django/utils/http.py",file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,file_read,0,15,2,false,false,false,0.25356554985046387
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,11,django__django-11848:b1:tool5,pytest testbed/,pytest,test,UNSAFE_SIDE_EFFECT,matched:\bpytest\b|\btox\b|\bunittest\b|\bnox\b,false,file_read,0,11,2,false,false,false,0.23649859428405762
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,13,django__django-11848:b1:tool6,pip install pytest,pytest,test,UNSAFE_SIDE_EFFECT,matched:(^|[;&|]\s*)pip\s+install\b,false,test,127,416,3,false,false,false,4.843150854110718
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,15,django__django-11848:b1:tool7,pytest testbed/,pytest,test,UNSAFE_SIDE_EFFECT,matched:\bpytest\b|\btox\b|\bunittest\b|\bnox\b,false,test,0,74,3,false,false,false,0.47539734840393066
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,17,django__django-11848:b1:tool8,"mkdir testbed
touch testbed/test_parse_http_date.py
nano testbed/test_parse_http_date.py",shell_other,shell_other,UNSAFE_SIDE_EFFECT,matched:(^|[;&|]\s*)mkdir\s,false,test,4,11,4,false,false,false,0.25066661834716797
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_1.traj.json,django,b1,19,django__django-11848:b1:tool9,vim testbed/test_parse_http_date.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,127,11,5,false,false,false,0.24727654457092285
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,1,django__django-11848:b2:tool0,"grep -r ""parse_http_date"" .",grep_search,grep_search,SAFE_READ_ONLY,readonly_shell_chain,true,START,0,375,0,false,false,false,0.4517958164215088
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,3,django__django-11848:b2:tool1,nano django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,grep_search,0,11,0,false,false,false,0.2436833381652832
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,5,django__django-11848:b2:tool2,vim django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,127,11,1,false,false,false,0.2445995807647705
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,7,django__django-11848:b2:tool3,cat django/utils/http.py,file_read,file_read,SAFE_READ_ONLY,readonly_shell_chain,true,shell_other,127,2577,2,false,false,false,0.2361466884613037
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,9,django__django-11848:b2:tool4,nano django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,file_read,0,11,2,false,false,false,0.2554757595062256
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,11,django__django-11848:b2:tool5,vim django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,127,11,3,false,false,false,0.24949407577514648
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,13,django__django-11848:b2:tool6,cat django/utils/http.py,file_read,file_read,SAFE_READ_ONLY,readonly_shell_chain,true,shell_other,127,2577,4,false,false,false,0.2399606704711914
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,15,django__django-11848:b2:tool7,nano django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,file_read,0,11,4,false,false,false,0.25263452529907227
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,17,django__django-11848:b2:tool8,vim django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,127,11,5,false,false,false,0.2503082752227783
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.traj.json,django,b2,19,django__django-11848:b2:tool9,cat django/utils/http.py,file_read,file_read,SAFE_READ_ONLY,readonly_shell_chain,true,shell_other,127,2577,6,false,false,false,0.2498795986175537
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_3.traj.json,django,b3,1,django__django-11848:b3:tool0,"find . -name ""http.py"" | xargs grep -Hn ""parse_http_date""",grep_search,grep_search,SAFE_READ_ONLY,readonly_shell_chain,true,START,0,117,0,false,false,false,0.33987879753112793
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_3.traj.json,django,b3,3,django__django-11848:b3:tool1,nano django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,grep_search,0,11,0,false,false,false,0.2333371639251709
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_3.traj.json,django,b3,5,django__django-11848:b3:tool2,vim django/utils/http.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,127,11,1,false,false,false,0.24156498908996582
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_3.traj.json,django,b3,7,django__django-11848:b3:tool3,sed -i 's/\(if date >= 70\)/if date >= (datetime.datetime.now().year % 100) + 70/' django/utils/http.py,file_read,file_read,UNSAFE_SIDE_EFFECT,matched:>\s*[^&],false,shell_other,127,15,2,false,false,false,0.2621450424194336
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_3.traj.json,django,b3,9,django__django-11848:b3:tool4,"python -c ""import datetime; print(datetime.datetime.strptime('Sun, 06 Nov 1994 08:49:37 GMT', '%a, %d %b %Y %H:%M:%S GMT'))""",shell_other,python_inspect,SAFE_READ_ONLY,python_inspection_conservative,true,file_read,0,19,2,false,false,false,0.28010058403015137
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_3.traj.json,django,b3,11,django__django-11848:b3:tool5,git diff -- django/utils/http.py > patch.txt,file_write,git_read,UNSAFE_SIDE_EFFECT,matched:>\s*[^&],false,python_inspect,0,15,2,false,false,false,0.5181341171264648
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_3.traj.json,django,b3,13,django__django-11848:b3:tool6,cat patch.txt,file_read,file_read,SAFE_READ_ONLY,readonly_shell_chain,true,git_read,0,15,2,false,false,false,0.23802423477172852
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/rollout_3.traj.json,django,b3,15,django__django-11848:b3:tool7,echo COMPLETE_TASK_AND_SUBMIT_FINAL_OUTPUT && cat patch.txt,shell_other,file_read,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,0,0,2,false,false,false,0.0
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,1,django__django-11964:b0:tool0,"sed -i '' '/class MyChoice(models.TextChoices):/,/^$/ s/^.*FIRST_CHOICE = ""first"".*$/    FIRST_CHOICE = ""first"", _(""The first choice, it is"")/' testbed/models.py
sed -i '' '/class MyChoice(models.TextChoices):/,/^$/ s/^.*SECOND_CHOICE = ""second"".*$/    SECOND_CHOICE = ""second"", _(""The second choice, it is"")/' testbed/models.py",file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,START,0,133,0,false,false,false,0.26924991607666016
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,3,django__django-11964:b0:tool1,ls -la testbed/models.py,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,2,15,1,false,false,false,0.25444531440734863
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,5,django__django-11964:b0:tool2,cd /path/to/correct/directory && ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,2,21,2,false,false,false,0.2603302001953125
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,7,django__django-11964:b0:tool3,ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,1,901,3,false,false,false,0.2691361904144287
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,9,django__django-11964:b0:tool4,"cd tests && sed -i '' '/class MyChoice(models.TextChoices):/,/^$/ s/^.*FIRST_CHOICE = ""first"".*$/    FIRST_CHOICE = ""first"", _(""The first choice, it is"")/' models.py && sed -i '' '/class MyChoice(models.TextChoices):/,/^$/ s/^.*SECOND_CHOICE = ""second"".*$/    SECOND_CHOICE = ""second"", _(""The second choice, it is"")/' models.py",shell_other,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,list_find,0,64,3,false,false,false,0.21570277214050293
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,11,django__django-11964:b0:tool5,ls -la models.py,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,2,13,4,false,false,false,0.2237699031829834
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,13,django__django-11964:b0:tool6,cd /path/to/correct/directory && ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,2,21,5,false,false,false,0.21976017951965332
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,15,django__django-11964:b0:tool7,ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,1,901,6,false,false,false,0.22803783416748047
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,17,django__django-11964:b0:tool8,"cd tests && sed -i '' '/class MyChoice(models.TextChoices):/,/^$/ s/^.*FIRST_CHOICE = ""first"".*$/    FIRST_CHOICE = ""first"", _(""The first choice, it is"")/' models.py && sed -i '' '/class MyChoice(models.TextChoices):/,/^$/ s/^.*SECOND_CHOICE = ""second"".*$/    SECOND_CHOICE = ""second"", _(""The second choice, it is"")/' models.py",shell_other,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,list_find,0,64,6,false,false,false,0.23694825172424316
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.traj.json,django,b0,19,django__django-11964:b0:tool9,ls -la models.py,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,2,13,7,false,false,false,0.21843981742858887
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,1,django__django-11964:b1:tool0,"sed -i '' '/class MyChoice(models.TextChoices):/,/^$/ s/^.*$/    def __str__(self):\\n        return self.value/' testbed/models.py",file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,START,0,55,0,false,false,false,0.2534003257751465
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,3,django__django-11964:b1:tool1,ls -la testbed/,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,2,14,1,false,false,false,0.23602867126464844
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,5,django__django-11964:b1:tool2,ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,2,901,2,false,false,false,0.25562047958374023
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,7,django__django-11964:b1:tool3,"sed -i '' '/class MyChoice(models.TextChoices):/,/^$/ s/^.*$/    def __str__(self):\\n        return self.value/' tests/models.py",file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,list_find,0,54,2,false,false,false,0.2537271976470947
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,9,django__django-11964:b1:tool4,cat tests/models.py,file_read,file_read,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,2,11,3,false,false,false,0.28471803665161133
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,11,django__django-11964:b1:tool5,"touch tests/models.py && echo ""from django.db import models"" >> tests/models.py && echo ""from django.utils.translation import gettext_lazy as _"" >> tests/models.py && echo """" >> tests/models.py && echo ""class MyChoice(models.TextChoices':"" >> tests/models.py && echo ""    FIRST_CHOICE = \""first\"", _(\""The first choice, it is\"")"" >> tests/models.py && echo ""    SECOND_CHOICE = \""second\"", _(\""The second choice, it is\"")"" >> tests/models.py && echo """" >> tests/models.py && echo ""class MyObject(models.Model':"" >> tests/models.py && echo ""    my_str_value = models.CharField(max_length=10, choices=MyChoice.choices)"" >> tests/models.py",file_write,shell_other,UNSAFE_SIDE_EFFECT,matched:(^|[;&|]\s*)touch\s,false,file_read,1,15,4,false,false,false,0.25147032737731934
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,13,django__django-11964:b1:tool6,"sed -i '' '/class MyChoice(models.TextChoices):/,/^$/ s/^.*$/    def __str__(self):\\n        return self.value/' tests/models.py",file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,shell_other,0,39,4,false,false,false,0.2676877975463867
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,15,django__django-11964:b1:tool7,nano tests/models.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,file_read,2,11,5,false,false,false,0.25098490715026855
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,17,django__django-11964:b1:tool8,apt-get update && apt-get install -y nano && nano tests/models.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,127,1641,6,false,false,false,13.79404902458191
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.traj.json,django,b1,19,django__django-11964:b1:tool9,nano tests/models.py,shell_other,shell_other,UNKNOWN,not_whitelisted,false,shell_other,1,632,7,false,false,false,1.6615867614746094
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,1,django__django-11964:b2:tool0,sed -i 's/return cls.value/return cls.label/' testbed/models.py,file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,START,0,15,0,false,false,false,0.2756819725036621
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,3,django__django-11964:b2:tool1,ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,2,901,1,false,false,false,0.2488548755645752
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,5,django__django-11964:b2:tool2,sed -i 's/return cls.value/return cls.label/' tests/pkg/models.py,file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,list_find,0,15,1,false,false,false,0.24196982383728027
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,7,django__django-11964:b2:tool3,ls -la tests,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,2,5331,2,false,false,false,0.25339555740356445
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,9,django__django-11964:b2:tool4,sed -i 's/return cls.value/return cls.label/' tests/pkg/models.py,file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,list_find,0,15,2,false,false,false,0.24672293663024902
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,11,django__django-11964:b2:tool5,ls -la tests,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,2,5331,3,false,false,false,0.24939465522766113
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,13,django__django-11964:b2:tool6,ls -la tests,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,0,5331,3,false,false,false,0.2526862621307373
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,15,django__django-11964:b2:tool7,ls -la tests,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,0,5331,3,false,false,false,0.2536451816558838
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,17,django__django-11964:b2:tool8,ls -la tests,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,0,5331,3,false,false,false,0.2422325611114502
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.traj.json,django,b2,19,django__django-11964:b2:tool9,ls -la tests,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,0,5331,3,false,false,false,0.2565031051635742
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,1,django__django-11964:b3:tool0,"sed -i '' 's/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g' testing/pkg/models.py
sed -i '' 's/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g' testing/pkg/models.py",file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,START,0,97,0,false,false,false,0.2425708770751953
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,3,django__django-11964:b3:tool1,"sed -i '' 's/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g' testbed/models.py
sed -i '' 's/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g' testbed/models.py",file_read,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,file_read,2,97,1,false,false,false,0.24588847160339355
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,5,django__django-11964:b3:tool2,"cd testbed && sed -i '' 's/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g' models.py && sed -i '' 's/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g' models.py",shell_other,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,file_read,2,16,2,false,false,false,0.21667003631591797
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,7,django__django-11964:b3:tool3,ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,1,901,3,false,false,false,0.24076247215270996
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,9,django__django-11964:b3:tool4,"cd tests && sed -i '' 's/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g' models.py && sed -i '' 's/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g' models.py",shell_other,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,list_find,0,46,3,false,false,false,0.24155926704406738
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,11,django__django-11964:b3:tool5,"cd tests && sed -i '' 's/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g' pkg/models.py && sed -i '' 's/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g' pkg/models.py",shell_other,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,file_read,2,47,4,false,false,false,0.262037992477417
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,13,django__django-11964:b3:tool6,"cd tests/pkg && sed -i '' 's/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g' models.py && sed -i '' 's/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g' models.py",shell_other,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,file_read,2,16,5,false,false,false,0.26859545707702637
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,15,django__django-11964:b3:tool7,ls -la tests,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,1,5331,6,false,false,false,0.25525641441345215
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,17,django__django-11964:b3:tool8,"cd tests/pkg && sed -i '' 's/FIRST_CHOICE = ""first""/FIRST_CHOICE = ""first"", ""First Choice""/g' models.py && sed -i '' 's/SECOND_CHOICE = ""second""/SECOND_CHOICE = ""second"", ""Second Choice""/g' models.py",shell_other,file_read,UNSAFE_SIDE_EFFECT,matched:\bsed\s+-i\b,false,list_find,0,16,6,false,false,false,0.26826047897338867
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.traj.json,django,b3,19,django__django-11964:b3:tool9,ls -la tests,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,file_read,1,5331,7,false,false,false,0.2279195785522461
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/rollout_0.traj.json,django,b0,1,django__django-11999:b0:tool0,ls -la models.py,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,START,0,13,0,false,false,false,0.17705154418945312
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/rollout_0.traj.json,django,b0,3,django__django-11999:b0:tool1,ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,2,901,1,false,false,false,0.18229198455810547
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/rollout_0.traj.json,django,b0,5,django__django-11999:b0:tool2,cd django && ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,0,630,1,false,false,false,0.17580199241638184
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/rollout_0.traj.json,django,b0,7,django__django-11999:b0:tool3,cd core && ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,0,15,1,false,false,false,0.16924238204956055
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/rollout_0.traj.json,django,b0,9,django__django-11999:b0:tool4,cd contrib && ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,1,15,2,false,false,false,0.18145227432250977
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/rollout_0.traj.json,django,b0,11,django__django-11999:b0:tool5,cd tests && ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,1,5331,3,false,false,false,0.17962431907653809
data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/rollout_0.traj.json,django,b0,13,django__django-11999:b0:tool6,cd model_tests && ls -la,shell_other,list_find,SAFE_READ_ONLY,readonly_shell_chain,true,list_find,0,16,3,false,false,false,0.17607355117797852
